0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.057049938603187,0.0,0.0,0.0,0.0,2.1102242422130373,0.0,0.0,0.0,0.0
0.0,0.07849895877229972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011238016936719861
5.812314129955634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.649602754470419,0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.7849523678719259,-0.0,-0.0,-0.0,-0.0,-0.0,-0.886655640434892,-0.0,-0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,-1.0617938262358946,0.0,0.0,1.1772256113724766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5131924165146533,-0.0,-0.8699116502546013,-0.0,-0.0
0.0,0.0,0.0,1.8685819400444255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7786614442560618,0.0
0.0,1.0431495614027513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08107034329213728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2952942347557623,0.0,0.0,0.0,0.0,0.0,-0.16077314206361393,0.0,0.0,0.0,0.0
0.0,0.0,0.37524469347331213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.491284922970611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.050534290612355,0.0,2.302378427649475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.674436248215038,0.0,0.0,6.4414234425569825,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.994222241600273,0.0,0.0,0.0,2.3081300941828755,0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.13975452447437006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4293929093707167,-0.0
0.27597920987789243,0.0,0.0,0.0,0.0,0.0,0.038328966209835724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2589286282836408,0.16032924398762574,0.0,0.0
0.0,0.0,0.0,0.0,-0.5041470821922079,0.0,0.0,0.0,2.895636169943802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,-0.0,-0.0,-1.2419275977082103,-0.0,-0.0,-0.0,-0.0,0.4555197289777284,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.003292038550864,0.0,2.790762784081696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2559757195833905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2155621993659596,0.0,0.0,0.0
2.161568792720069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6965399439300863,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666490781584196,0.0,0.0,0.0,2.3949712446899585,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18325280257213467,0.0,0.0,0.0,0.0,0.0,0.0,0.06334783736967733,0.0
-0.0,-0.0,-0.0,-0.0,-0.0814865216648259,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.002137554846765845,-0.0,-0.0,-0.0
2.6244369435576376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9371967727154095,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041063858108329,0.0,0.0,0.0,0.0,0.8222892104349026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4612135272337063,0.0,0.0,0.0,3.0899693737058693,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36579300415807015,0.0,0.0,0.0,0.0,0.17907775283294863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3727988154874943,0.0,0.0,0.3505918899956099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8218402718679796,0.0,0.0,1.7138841513574672,0.0,0.0
0.0,0.0,1.5286141963568805,0.0,0.0,0.0,0.0,2.8508505412973064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.560331961421672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49026692473874417,0.0
0.0,0.0,0.0,0.0,0.0,1.054484901105212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3334639398325852,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.785479290069435,0.0,0.0,0.0,0.0,1.8158222357955165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.1806470763674268,0.0,0.0,0.0,0.0,0.0,4.723313154571415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030609093167270878,-0.3642140283338716,0.0,0.0
0.0,0.0,0.0,0.0,0.1155977170915782,0.0,0.0,0.0,0.0,0.35043712033783186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.10115914911483936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07856351453435372,0.0
0.0,0.0,1.5080030225110208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052458540269147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.3583942293407802,0.0,0.0,0.0,0.0,0.0,0.0,1.3107878490732727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0721476686095204,0.0,0.0,0.0,0.0,0.0,0.0,0.5713252319752832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.611513229182602,0.0,0.0,0.0,0.0,1.7312996588710883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7983910193172923,0.0,0.0,0.0,0.0,1.574088964931155,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.849445040365682,0.0,0.0,0.0,0.0,0.0,8.89364545549013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.721654920407176,0.0,0.0,0.0,0.0,4.583535311225235,0.0,0.0,0.0,0.0,0.0,0.0
